"Quel est votre département ?","Quel est votre âge ?","Êtes-vous agent public ?","Quel est votre genre ?","Quel est votre genre non-binaire ?","Quel est votre statut d’emploi ?","Un coût","De moins en moins accessible","Une nécessité pour affronter la crise climatique","Moins efficace que le privé","Le passé","Ce que nous avons en commun","Des professionnel·le·s de qualité",Pénible,"Ce qui nous permet de tenir pendant la pandémie de COVID-19","Des professionnel·le·s en crise","Le meilleur moyen de réduire les inégalités","Avec quels services publics êtes-vous régulièrement en contact (cochez en autant que vous le voulez) :","Avec quels autres services publics êtes-vous régulièrement en contact ?","Ces dernières années, trouvez-vous que les services publics dont vous avez l’usage :","Quelles sont pour vous les trois priorités pour les services publics ?","Quelle serait pour vous une priorité des services publics ?","Payer plus d'impôts pour améliorer les services publics que vous utilisez","Payer plus d’impôts pour développer de nouveaux services publics","Réduire les services publics pour payer moins d’impôts","Ne payer ni plus ni moins d’impôts et faire avec l’existant","Dans le débat public, la question de l’avenir des services publics vous paraît traitée à la hauteur des enjeux ?","Consentement à l'enregistrement des réponses au questionnaire","Souhaitez-vous :","Pouvez-vous nous raconter la dernière fois que vous avez éprouvé de la reconnaissance pour un service public et pourquoi ?","Pouvez-vous nous raconter votre expérience la plus difficile en lien avec un service public et pourquoi ?","Pouvez-vous nous raconter la dernière fois où vous avez eu l’impression de ne pas avoir pu répondre aux besoins d’une personne ou de la société ? Pourquoi ?","Pouvez-vous nous raconter la dernière fois où vous avez eu l’impression de changer la vie d’une personne ou d’améliorer la vie en commun ? Pourquoi ?","Nous autorisez-vous à publier votre témoignage (anonymisé) ?","Comment voulez-vous que ce témoignage soit signé ?","ID de l’entrée","Champ #65 supprimé","Champ #62 supprimé","Champ #33 supprimé"
75013,,Oui,Homme,,Retraité·e,"Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’hôpital ou le système de santé
Les transports en commun
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
La protection de l’environnement (forêts, parcs, espaces naturels, etc)
L’information publique (radio France, France télévision)
La justice",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils se développent dans des domaines nouveaux",,"Non, plutôt pas d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que ce site stocke les informations que j'ai renseignées dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses ainsi",,,,,,,151,,66,
59000,,Oui,Femme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Oui, tout à fait d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Ne se prononce pas","Oui, tout à fait d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","L’éducation nationale ou l’université
L’hôpital ou le système de santé
Les transports en commun
Les services des titres (papiers, immatriculation, permis de conduire…)
Les finances publiques (impôts, cotisations)
L’information publique (radio France, France télévision)
Autre (préciser)","La recherche",,"Qu’ils soient plus attentifs à la situation de mes proches les plus vulnérables
Qu’ils soient plus adaptés aux défis écologiques
Qu’ils se développent dans des domaines nouveaux",,"Oui, plutôt d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord",Non,"Je consens à ce que ce site stocke les informations que j'ai renseignées dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses ainsi",,,,,,,148,,62,
14500,,Oui,Femme,,Retraité·e,"Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Ne se prononce pas","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’éducation nationale ou l’université
L’hôpital ou le système de santé
Les transports en commun
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
La protection de l’environnement (forêts, parcs, espaces naturels, etc)
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient plus adaptés aux défis écologiques
Qu’ils se développent dans des domaines nouveaux",,"Ne se prononce pas","Ne se prononce pas","Non, pas du tout d’accord","Ne se prononce pas",Non,"Je consens à ce que ce site stocke les informations que j'ai renseignées dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses ainsi",,,,,,,142,,67,
26000,,Oui,Femme,,"Profession intermédiaire (enseignant.e, technicien·ne, agent·e de maîtrise…)","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’hôpital ou le système de santé
Les transports en commun
Les services des titres (papiers, immatriculation, permis de conduire…)
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
La protection de l’environnement (forêts, parcs, espaces naturels, etc)
L’information publique (radio France, France télévision)",,,"Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus simples
Qu’ils soient plus adaptés aux défis écologiques",,"Non, plutôt pas d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que ce site stocke les informations que j'ai renseignées dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses ainsi",,,,,,,140,,36,
53420,,Oui,Femme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Non, pas du tout d’accord","Oui, plutôt d’accord","Ne se prononce pas","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Ne se prononce pas","Ne se prononce pas","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Les forces de l’ordre (police, gendarmerie)
L’éducation nationale ou l’université
L’hôpital ou le système de santé
Les services sociaux (assistant.te.s sociaux, protection de l’enfance, etc.)
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire",,"Oui, plutôt d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord",Non,"Je consens à ce que ce site stocke les informations que j'ai renseignées dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses ainsi",,,,,,,137,,28,
75019,,Non,Femme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’éducation nationale ou l’université
Les transports en commun
Le service public du logement
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus adaptés aux défis écologiques",,"Oui, plutôt d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que ce site stocke les informations que j'ai renseignées dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses ainsi",,,,,,,135,,46,
93600,,Oui,Femme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Non, plutôt pas d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’hôpital ou le système de santé
Les transports en commun
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
L’information publique (radio France, France télévision)
La justice",,,"Qu’ils soient plus attentifs à la situation de mes proches les plus vulnérables
Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire",,"Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que ce site stocke les informations que j'ai renseignées dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses ainsi",,,,,,,133,,31,
49190,,Oui,Femme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’éducation nationale ou l’université
L’hôpital ou le système de santé
Les transports en commun
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
La protection de l’environnement (forêts, parcs, espaces naturels, etc)
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus adaptés aux défis écologiques",,"Oui, plutôt d’accord","Ne se prononce pas","Non, plutôt pas d’accord","Oui, plutôt d’accord",Non,"Je consens à ce que ce site stocke les informations que j'ai renseignées dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses ainsi",,,,,,,131,,53,
75000,,Oui,,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Ne se prononce pas","Ne se prononce pas","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Ne se prononce pas","Ne se prononce pas","Ne se prononce pas","Oui, plutôt d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","L’hôpital ou le système de santé
Les transports en commun
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)",,,"Qu’ils soient plus attentifs à la situation de mes proches les plus vulnérables
Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient plus adaptés aux défis écologiques",,"Oui, plutôt d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Ne se prononce pas",Non,"Je consens à ce que ce site stocke les informations que j'ai renseignées dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses ainsi",,,,,,,130,,30,
75011,,Non,Femme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Ne se prononce pas","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","L’hôpital ou le système de santé
Les transports en commun
Les services des titres (papiers, immatriculation, permis de conduire…)
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient plus adaptés aux défis écologiques
Qu’ils se développent dans des domaines nouveaux",,"Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Ne se prononce pas",Non,"Je consens à ce que ce site stocke les informations que j'ai renseignées dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses ainsi",,,,,,,129,,62,
54200,,Oui,Femme,,Retraité·e,"Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Les forces de l’ordre (police, gendarmerie)
L’éducation nationale ou l’université
L’hôpital ou le système de santé
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
La protection de l’environnement (forêts, parcs, espaces naturels, etc)
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus attentifs à la situation de mes proches les plus vulnérables
Qu’ils soient davantage présents sur le territoire
Qu’ils se développent dans des domaines nouveaux",,"Oui, plutôt d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord",Non,"Je consens à ce que ce site stocke les informations que j'ai renseignées dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses ainsi",,,,,,,127,,63,
49130,,Oui,Homme,,"Profession intermédiaire (enseignant.e, technicien·ne, agent·e de maîtrise…)","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’éducation nationale ou l’université
L’hôpital ou le système de santé
Les transports en commun
Les services sociaux (assistant.te.s sociaux, protection de l’enfance, etc.)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
La protection de l’environnement (forêts, parcs, espaces naturels, etc)
L’information publique (radio France, France télévision)
La justice",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus adaptés aux défis écologiques",,"Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que ce site stocke les informations que j'ai renseignées dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses ainsi",,,,,,,126,,48,
